input,output
List the various solutions mentioned to mitigate Stack Smashing Attacks.,The document lists several solutions designed to mitigate Stack Smashing Attacks: \n*   **StackGuard** \n*   **Shadow Stack** \n*   **StackShield** \n*   **PointGuard** \n*   **Pointer Authentication**
Summarise the key insight behind StackGuard's protection mechanism.,"The key insight behind StackGuard's protection mechanism is the observation that it is difficult for attackers to modify only the return address (EIP) on the stack without also overwriting the stack memory located in front of it. StackGuard leverages this by placing a 'canary word' next to the return address. If an attacker attempts to overflow a buffer to reach and overwrite the return address, they will likely overwrite the canary word first, which StackGuard can then detect."
Explain the steps involved in how StackGuard protects against buffer overflows.,"StackGuard protects against buffer overflows through a series of steps: \n1.  **Embed a canary word:** Whenever a function is called, a random 'canary word' is embedded on the stack, placed directly next to the return address (EIP). \n2.  **Random canary value:** This canary value must be random and unguessable by an attacker. \n3.  **Canary overwrite on overflow:** If a stack-buffer overflow occurs and attempts to overwrite the function's return address, the canary word will also be overwritten. \n4.  **Check canary on return:** Every time the function returns, StackGuard checks whether the canary value has been changed. \n5.  **Program abortion:** If the canary value is found to be different from its original value, it indicates a possible stack-buffer overflow attack, and the program is immediately aborted to prevent further exploitation."
What is a 'canary word' in the context of StackGuard?,"A 'canary word' in the context of StackGuard is a randomly generated, unguessable value that is embedded on the stack, specifically placed next to the return address (EIP) whenever a function is called. Its purpose is to act as a sentinel. If a buffer overflow occurs and attempts to overwrite the return address, it will inevitably overwrite the canary word first. StackGuard then checks this canary word upon function return; if it has been altered, it signals a potential attack, and the program is terminated."
When was StackGuard first introduced?,StackGuard was first introduced as a set of GCC (GNU Compiler Collection) patches in 1998.
Describe the code-level implementation of StackGuard as shown in the example.,"The code-level implementation of StackGuard, as shown in the example, involves generating a random 'secret' value and using it to initialize a 'guard' variable on the stack. Before a potentially vulnerable function like `strcpy` is called, the `guard` variable is set to the `*secret` value. After the `strcpy` operation, but before the function returns, a check is performed: `if (guard == *secret) return; else exit(1);`. If the `guard` variable's value matches the original `secret` value, the function returns normally. If they differ, indicating a buffer overflow has corrupted the `guard` (canary), the program calls `exit(1)` to terminate, preventing the attack."
"How does the stack frame change with StackGuard enabled, according to the diagram?","According to the diagram illustrating how StackGuard works, the stack frame is modified to include a 'guard' element. Specifically, the stack frame for a function `foo` would typically contain `EIP` (return address), `EBP` (base pointer), and local variables like `buf`. With StackGuard, a `guard` variable is inserted between `EBP` and `buf`. This `guard` variable holds the canary value, positioned such that any buffer overflow from `buf` attempting to reach `EBP` or `EIP` would first overwrite the `guard`."
Summarise the concept of a 'Terminator canary' as an alternative StackGuard type.,"A 'Terminator canary' is an alternative type of canary used in StackGuard that consists of specific byte values: `{\0, newline, linefeed, EOF}`. The key idea is that standard string functions, such as `strcpy`, are designed to stop copying data when they encounter any of these terminator characters. By placing such a canary on the stack, an attacker attempting to use string functions to overflow a buffer and corrupt the stack will be prevented from copying beyond the terminator canary, thus protecting the return address and other critical stack data."
How does a Terminator canary prevent attackers from corrupting the stack using string functions?,"A Terminator canary prevents attackers from corrupting the stack using string functions by leveraging the inherent behavior of these functions. String functions like `strcpy` are designed to stop copying data when they encounter specific terminator characters, such as null (`\0`), newline (`\n`), linefeed, or End-Of-File (EOF). By embedding a canary composed of these characters on the stack, any attempt by an attacker to overflow a buffer using a string function will cause the function to stop copying data once it hits the canary, effectively preventing the overflow from reaching and corrupting critical stack elements like the return address."
What are the specific characters that constitute a Terminator canary?,"The specific characters that constitute a Terminator canary are `{\0, newline, linefeed, EOF}`. These are special characters that typically signal the end of a string or data stream, and string manipulation functions are designed to stop processing upon encountering them."
Summarise the ways an attacker can obtain StackGuard's canary value.,"An attacker can obtain StackGuard's canary value through two primary methods: \n1.  **Format string vulnerability:** By exploiting a format string vulnerability, specifically using format specifiers like `%x`, an attacker can print out values directly from the stack, potentially revealing the canary's value. \n2.  **Brute-force technique:** The attacker can use a brute-force approach to guess the canary's value. While the canary is designed to be random and unguessable, this method might be attempted, especially if the randomness source is weak or if there are other information leaks."
How can an attacker overwrite the return address in the stack without touching the StackGuard canary?,"An attacker can overwrite the return address in the stack without touching the StackGuard canary through several methods: \n1.  **Format string vulnerability with `%n`:** By exploiting a format string vulnerability using the `%n` specifier, an attacker can write to any arbitrary location in memory. This means they do not need to rely on consecutive buffer overflows and can directly target the return address without affecting the canary. \n2.  **Heap overflows:** Heap overflows, which occur in the dynamically allocated memory region (heap), do not directly overwrite the stack canary. If an attacker can leverage a heap overflow to achieve arbitrary write capabilities, they could potentially modify the return address on the stack without triggering StackGuard's canary check."
Explain the `%n` format specifier's role in bypassing StackGuard.,"The `%n` format specifier, when exploited in a format string vulnerability, allows an attacker to write to an arbitrary memory location. This is crucial for bypassing StackGuard because it means the attacker does not need to perform a linear buffer overflow that would necessarily overwrite the canary word before reaching the return address. Instead, with `%n`, the attacker can directly target and modify the return address on the stack, even if it's not consecutive with a vulnerable buffer, thereby circumventing the canary's protection without altering its value."
Summarise the concept of Shadow Stack.,"Shadow Stack is a security mechanism designed to protect against return-oriented programming (ROP) attacks by keeping a separate, protected copy of the stack in memory. When a function is called, its return address (EIP) is pushed onto both the regular stack and the shadow stack. Upon function return, the system compares the return address on the regular stack with the one on top of the shadow stack. If there is any discrepancy, it indicates a potential attack, and the program is terminated, preventing malicious code execution."
How does Shadow Stack operate during function calls and returns?,"During function calls, Shadow Stack operates by pushing the return address (EIP) onto a separate, protected shadow stack in addition to the regular stack. During function returns, the system performs a critical check: it verifies that the return address (EIP) on the top of the shadow stack is identical to the return address on the regular stack. If any difference is detected between these two values, it signifies that the return address on the regular stack has been tampered with, indicating an attack, and the program is immediately terminated."
What happens if there is a difference between the return address on the regular stack and the shadow stack?,"If there is a difference between the return address on the regular stack and the shadow stack, it indicates that an attack has likely occurred, specifically that the return address on the regular stack has been maliciously altered. In such a scenario, the program will be immediately terminated to prevent the attacker from hijacking the control flow and executing arbitrary code."
Summarise the hardware requirements for Shadow Stack implementation.,"Shadow Stack requires specific hardware support for its implementation, primarily through technologies like Intel CET (Control-flow Enforcement Technology). This hardware support includes: \n*   A new dedicated register called **SSP (Shadow Stack Pointer)**, which manages the shadow stack. \n*   Special **shadow stack pages** in memory that are marked with a new ""shadow stack"" attribute. These pages have restricted access, meaning only specific instructions, namely ""call"" and ""ret"" (return), are permitted to read from or write to them, ensuring the integrity of the shadow stack."
What is Intel CET and its role in Shadow Stack?,"Intel CET stands for Control-flow Enforcement Technology. It is a hardware-level security feature that provides the necessary support for implementing Shadow Stack. Its role is to introduce architectural enhancements, such as a dedicated Shadow Stack Pointer (SSP) register and specially marked ""shadow stack"" memory pages, which enforce strict control over how return addresses are managed. This hardware-backed enforcement ensures that only legitimate ""call"" and ""ret"" instructions can modify the shadow stack, making it highly resistant to software-based tampering."
Explain the function of the SSP register in Shadow Stack.,"The SSP (Shadow Stack Pointer) register is a new hardware register introduced as part of Intel CET (Control-flow Enforcement Technology) to support Shadow Stack. Its function is analogous to the traditional stack pointer but specifically for the shadow stack. It points to the current top of the shadow stack, managing where return addresses are pushed during function calls and from where they are popped and verified during function returns. This dedicated hardware register ensures efficient and secure management of the shadow stack."
What are the access restrictions on 'shadow stack pages'?,"Shadow stack pages are special memory pages marked with a unique ""shadow stack"" attribute. The access restrictions on these pages are very strict: only the ""call"" and ""ret"" (return) instructions are permitted to read from or write to them. This hardware-enforced restriction is crucial for maintaining the integrity of the shadow stack, as it prevents malicious code or other unauthorized operations from tampering with the stored return addresses."
Summarise the difference between `malloc` and stack allocation as shown in the ASLR example.,"The ASLR example demonstrates the difference between `malloc` and stack allocation. `char x[12]` is an example of stack allocation, where memory for `x` is reserved on the program's call stack when the `main` function is entered. `char *y = malloc(sizeof(char)*12)` is an example of heap allocation, where memory for `y` is dynamically requested from the heap at runtime. The key difference highlighted by ASLR is that while both can have their base addresses randomized, stack-allocated variables are part of the stack frame, whereas `malloc` allocates memory from the heap, which is a separate memory region managed dynamically."
"What is `printf(""Address of buffer x (on stack): 0x%x\n"", x);` doing in the ASLR example?","In the ASLR example, `printf(""Address of buffer x (on stack): 0x%x\n"", x);` is used to print the memory address of the `x` buffer, which is allocated on the stack. The `%x` format specifier is used to display the address in hexadecimal format. This line serves to demonstrate how ASLR affects the location of stack-allocated variables by showing whether their addresses remain constant or change across different program executions, depending on the `kernel.randomize_va_space` setting."
Summarise the purpose of `void main() { ... }` in the ASLR example.,"The `void main() { ... }` function in the ASLR example serves as the entry point of the C program. Its purpose is to demonstrate memory allocation on both the stack (`char x[12]`) and the heap (`char *y = malloc(...)`) and then print their respective memory addresses. By executing this simple program under different ASLR configurations (`kernel.randomize_va_space=0` and `kernel.randomize_va_space=2`), it allows for a clear observation of how ASLR randomizes these memory locations."
What is `stdlib.h` used for in the ASLR example?,"In the ASLR example, `stdlib.h` is included because it provides the declaration for the `malloc` function. The `malloc` function is used to dynamically allocate memory on the heap for `char *y = malloc(sizeof(char)*12);`. Without including `stdlib.h`, the compiler would typically issue a warning or error regarding an undeclared function."
"Summarise the concept of 'relative addresses within the stack' being fixed, as mentioned in ASLR insecurity.","The concept of 'relative addresses within the stack' being fixed means that while the base address of the entire stack might be randomized by ASLR, the offsets between different elements *within* a single stack frame or across stack frames for a given program execution remain constant. For example, if a local variable `A` is 16 bytes away from a local variable `B` on the stack, this 16-byte difference will always hold true, regardless of the stack's randomized base address. This fixed relative positioning is what allows an attacker, once they know the stack's base address, to precisely calculate the absolute addresses of other data or the return address within that stack."
What is 'shellcode' in the context of a Stack Smashing Attack?,"In the context of a Stack Smashing Attack, 'shellcode' refers to a small piece of machine code that an attacker injects into a vulnerable program's memory. Its primary purpose is typically to give the attacker control over the compromised system, often by launching a command shell (hence 'shellcode'). Once injected, the attacker exploits a buffer overflow to overwrite the program's execution flow, redirecting it to execute this shellcode, thereby achieving arbitrary code execution."
Summarise the purpose of `return 0;` in the `main` function examples.,"The purpose of `return 0;` in the `main` function examples is to indicate that the program has executed successfully and is exiting normally. In C and C++, a return value of `0` from `main` is a conventional way to signal to the operating system that the program completed without any errors. Non-zero return values typically signify that an error or exceptional condition occurred during execution."
"What is the significance of `printf(""%x\n"");` in the ASLR insecurity example?","In the ASLR insecurity example, `printf(""%x\n"");` demonstrates a format string vulnerability. The `%x` format specifier is used to print a hexadecimal value from the stack. When used without a corresponding argument, `printf` will pop values directly from the stack and interpret them as arguments. An attacker can exploit this to reveal sensitive information, such as the base pointer of the stack, which helps in bypassing ASLR by providing a known memory address."
"Summarise the role of `strcpy(buf,s);` in the StackGuard example.","In the StackGuard example, `strcpy(buf,s);` represents a common source of buffer overflow vulnerability. The `strcpy` function copies a string `s` into a buffer `buf`. If the length of `s` exceeds the allocated size of `buf` (e.g., `char buf[16]`), `strcpy` will continue writing past the end of `buf`, potentially overwriting adjacent data on the stack, including the StackGuard canary and the return address (EIP). StackGuard is designed to detect this overflow by checking the canary's integrity after this operation."
What is the purpose of `exit(1);` in the StackGuard example?,"The purpose of `exit(1);` in the StackGuard example is to immediately terminate the program if a potential stack-buffer overflow attack is detected. If the `guard` (canary) value is found to be different from the `secret` value upon function return, it signifies that the canary has been overwritten, indicating an attack. In this critical scenario, `exit(1);` is called to abort the program, preventing the attacker from gaining control and executing malicious code. The argument `1` typically indicates an abnormal or error-related program termination."
Summarise the difference between `EIP` and `EBP` in a stack frame.,"In a stack frame, `EIP` (Extended Instruction Pointer) and `EBP` (Extended Base Pointer) serve distinct purposes. `EIP` stores the memory address of the next instruction to be executed after the current function returns; it's the return address. `EBP` is a pointer to the base of the current stack frame, providing a stable reference point for accessing local variables and function arguments within that frame. While `EIP` dictates the flow of execution, `EBP` helps in managing the local context of a function."
What is the significance of `generateRandomNumber()` in the StackGuard implementation?,"The `generateRandomNumber()` function in the StackGuard implementation is significant because it is responsible for creating the random and unguessable 'canary word'. The effectiveness of StackGuard heavily relies on the unpredictability of this canary value. If an attacker could guess or predict the canary, they could overwrite it with the correct value, bypassing the protection. Therefore, `generateRandomNumber()` must produce truly random and cryptographically secure numbers to ensure the canary's integrity and the overall security of the mechanism."
Summarise the concept of 'Arbitrary data' and 'Malicious Addr.' in the context of a Terminator canary attack.,"In the context of a Terminator canary attack, 'Malicious Addr.' refers to the memory address that an attacker intends to overwrite, typically the return address (EIP), to redirect program execution. 'Arbitrary data' refers to the payload or shellcode that the attacker wants to inject into memory. The Terminator canary aims to prevent string functions like `strcpy` from copying this 'Arbitrary data' beyond the canary, thus stopping it from reaching and overwriting the 'Malicious Addr.' and other critical stack elements."
How does the `foo` stack frame diagram illustrate the placement of the Terminator canary?,"The `foo` stack frame diagram illustrates the placement of the Terminator canary by showing it positioned between the `EBP` (Extended Base Pointer) and the `buf` (buffer) within the function's stack frame. This strategic placement ensures that if a buffer overflow occurs from `buf` using string functions, the overflow will encounter the Terminator canary before it can reach and overwrite critical stack elements like `EBP` or `EIP`. The diagram also shows `strcpy` stopping at the terminator, preventing further corruption."
Summarise the difference in how format string vulnerabilities are used to bypass ASLR versus StackGuard.,"Format string vulnerabilities are used differently to bypass ASLR and StackGuard. For ASLR, the `%x` specifier is used to *read* values from the stack, specifically to reveal the base address of the stack or other pointers, thereby allowing an attacker to calculate randomized addresses. For StackGuard, while `%x` can also be used to *read* the canary value, the more potent bypass involves `%n` to *write* to arbitrary memory locations. This allows an attacker to directly overwrite the return address without performing a linear overflow that would trigger the canary, effectively bypassing StackGuard's protection."
What is a 'buffer overflow vulnerability' in general terms?,"A 'buffer overflow vulnerability' is a type of software defect where a program attempts to write more data into a fixed-size memory buffer than it can hold. This excess data then 'overflows' into adjacent memory locations, overwriting whatever data was stored there. This can lead to various issues, from program crashes to security exploits where an attacker can inject malicious code or alter program control flow by overwriting critical data like return addresses."
Summarise the concept of 'Pointer Authentication' as a solution to Stack Smashing Attacks.,"Pointer Authentication is listed as a solution to Stack Smashing Attacks. While the document does not elaborate on its mechanism, generally, Pointer Authentication involves cryptographically signing pointers (like return addresses) with a small, non-cryptographic hash or signature. Before a pointer is used (e.g., a return address is loaded into EIP), its signature is verified. If the signature is invalid, it indicates that the pointer has been tampered with, and the program can abort, thus preventing control-flow hijacking attacks."
What is 'StackShield' and how does it generally protect against stack smashing?,"StackShield is listed as a solution to Stack Smashing Attacks. While the document does not detail its mechanism, generally, StackShield protects against stack smashing by maintaining a separate, protected copy of the return addresses. Upon function entry, the return address is saved to a non-writable memory region (or a separate stack). Upon function exit, the return address from this protected area is used instead of the one on the main stack, or the two are compared. If the main stack's return address has been tampered with, the attack is detected and prevented."
Summarise the concept of 'PointGuard' as a solution to Stack Smashing Attacks.,"PointGuard is listed as a solution to Stack Smashing Attacks. While the document does not elaborate on its mechanism, generally, PointGuard aims to protect pointers from being overwritten by encrypting them in memory. When a pointer is stored, it's encrypted, and when it's loaded for use, it's decrypted. If an attacker attempts to overwrite an encrypted pointer with arbitrary data, the decrypted value will likely be invalid, leading to a crash or detection, thus preventing the pointer from being maliciously used to hijack control flow."
Why is it difficult for attackers to only modify the return address without overwriting stack memory in front of it?,"It is difficult for attackers to only modify the return address without overwriting stack memory in front of it because buffer overflows typically occur in a linear fashion. When a buffer on the stack overflows, the excess data is written sequentially into adjacent memory locations. The return address (EIP) is usually located further up the stack from local buffers. Therefore, to reach and overwrite the return address, the overflow must first traverse and overwrite the memory segments (like local variables or the canary word in StackGuard) that are positioned between the vulnerable buffer and the return address."
Summarise the implications of 'Heap overflows do not overwrite a stack canary' for StackGuard's security.,"The implication that 'Heap overflows do not overwrite a stack canary' is a significant limitation for StackGuard's security. StackGuard is designed to protect the stack by detecting overflows that occur within the stack frame itself. However, if an attacker can exploit a buffer overflow in the heap (dynamically allocated memory), this overflow will not directly affect the stack canary, which resides on the stack. If the heap overflow can be leveraged to achieve arbitrary write capabilities, the attacker could potentially modify the return address on the stack without triggering StackGuard's detection mechanism, thus bypassing its protection."
What is the purpose of `#include <stdio.h>` in the ASLR example?,"In the ASLR example, `#include <stdio.h>` is used to include the standard input/output library. This library provides essential functions for performing input and output operations, such as `printf`. The `printf` function is used in the example to display the memory addresses of the stack and heap buffers to the console, allowing observation of ASLR's effects."
Explain the concept of 'Control-flow Enforcement Technology' (CET) in relation to security.,"Control-flow Enforcement Technology (CET) is a hardware-based security feature, exemplified by Intel CET, designed to protect against control-flow hijacking attacks like return-oriented programming (ROP) and jump-oriented programming (JOP). It achieves this by enforcing strict rules on how program execution flow can change. For Shadow Stack, CET provides the necessary hardware support, including a dedicated Shadow Stack Pointer (SSP) and specially protected memory pages, to ensure the integrity of return addresses and prevent attackers from redirecting program execution to malicious code."
How does the `main frame` diagram on page 2 illustrate the stack's structure in relation to ASLR insecurity?,"The `main frame` diagram on page 2 illustrates the stack's structure by showing the relative positions of key elements like `EIP` (Extended Instruction Pointer), `EBP` (Extended Base Pointer), and arguments to `printf`. It highlights that while the overall stack's base address might be randomized by ASLR, the internal layout and relative offsets of these elements within a function's stack frame remain fixed. This fixed relative positioning is crucial for an attacker: once they determine the stack's base address (e.g., via format string vulnerability), they can calculate the precise location of `EIP` or other data, effectively bypassing ASLR's randomization."
Summarise the purpose of `char x[12];` and `char *y = malloc(sizeof(char)*12);` in the ASLR example.,"In the ASLR example, `char x[12];` declares a character array named `x` of size 12 bytes. This memory is allocated on the program's **stack**. `char *y = malloc(sizeof(char)*12);` declares a character pointer `y` and then dynamically allocates 12 bytes of memory from the **heap** using `malloc`, assigning the starting address of this allocated block to `y`. The purpose of these two lines is to create distinct memory allocations on both the stack and the heap, allowing the example to demonstrate how ASLR randomizes the base addresses of these different memory segments."
What is the significance of the `19` at the bottom of page 1?,The `19` at the bottom of page 1 indicates the page number within the larger document or presentation from which this slide is taken. It serves as a navigational aid for the reader to keep track of their location within the material.
Summarise the overall goal of the security solutions listed for Stack Smashing Attacks.,"The overall goal of the security solutions listed for Stack Smashing Attacks (StackGuard, Shadow Stack, StackShield, PointGuard, Pointer Authentication) is to prevent attackers from hijacking a program's control flow by exploiting buffer overflows. These solutions achieve this by either detecting unauthorized modifications to critical stack data (like return addresses or canaries), protecting pointers from being overwritten, or maintaining redundant, integrity-checked copies of control-flow information, thereby ensuring that the program executes only legitimate code."
"How does the `printf(""%x\n"");` in the 'Insecurity of ASLR' section relate to the `main frame` diagram?","The `printf(""%x\n"");` in the 'Insecurity of ASLR' section directly relates to the `main frame` diagram by illustrating how a format string vulnerability can be exploited. The `main frame` diagram shows the stack layout, including `EIP`, `EBP`, and the arguments passed to `printf`. When `printf(""%x\n"");` is executed without an explicit argument, the `%x` specifier causes `printf` to pop a value directly from the stack. By strategically crafting the format string, an attacker can reveal values like the base pointer (`EBP`) or other addresses from the stack, which are depicted in the `main frame` diagram, thus aiding in bypassing ASLR."
Summarise the concept of 'Randomized memory allocation' as applied in ASLR.,"'Randomized memory allocation' in the context of ASLR refers to the technique of deliberately arranging the address space of a process in a random manner. Instead of loading program components (like code, stack, and heap) at fixed, predictable memory addresses, ASLR shuffles their starting locations each time the program is executed. This unpredictability makes it significantly harder for attackers to craft reliable exploits that depend on knowing the exact memory addresses of specific functions or data, thereby increasing the difficulty of memory-based attacks."
What is the significance of `sizeof(char)*12` in the `malloc` call?,"The significance of `sizeof(char)*12` in the `malloc` call is to specify the exact amount of memory, in bytes, that needs to be allocated from the heap. `sizeof(char)` typically evaluates to 1 byte. Therefore, `sizeof(char)*12` requests 12 bytes of memory, which is precisely enough to store 12 characters. This ensures that the `malloc` function allocates the correct buffer size for the `char *y` pointer, matching the size of the stack-allocated `char x[12]` for comparison purposes in the ASLR example."
Explain why a 'canary value needs to be random and cannot be guessed by attacker' in StackGuard.,"A canary value needs to be random and unguessable by an attacker in StackGuard because its primary function is to detect unauthorized modifications to the stack. If an attacker could predict or guess the canary's value, they could then overwrite the original canary with the *correct* guessed value during a buffer overflow, effectively bypassing StackGuard's detection mechanism. By ensuring the canary is truly random and unpredictable, StackGuard makes it extremely difficult for attackers to tamper with the stack without being detected, thus preserving the integrity of the return address."
Summarise the difference between 'newline' and 'linefeed' as terminator canary characters.,"In the context of a Terminator canary, 'newline' and 'linefeed' refer to specific control characters that string functions might interpret as terminators. Historically, 'linefeed' (LF, ASCII 0x0A) is used to advance the cursor to the next line, while 'newline' (NL) is often a conceptual term that can be represented by LF alone (on Unix-like systems) or by a carriage return (CR, ASCII 0x0D) followed by a linefeed (CRLF, on Windows). For the purpose of a Terminator canary, both `\n` (linefeed) and potentially `\r` (carriage return, if implied by 'newline' in some contexts) are included to ensure that string functions halt copying when encountering common line-ending characters."
